Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.845810232,-3.943634289,7.26838641,13.75004966,5.816366933,-11.22316621,23.60579828,7.12342766,8.979816872,-8.157763215,6.835471356,8.572699128,2.363747489,6.963246632,7.801094807,3.971715703,6.572236066,7.054539014,8.668006242,7.298335745,-32.90882878,37.50787012,13.82608952,4.72639189
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.57200881,1.844380211,1.970326166,4.611505893,7.97994234,5.0633641,5.995599337,5.254115406,4.589956347,0.805892965,5.077377006,3.747845479,3.932616974,2.158479946,2.939243811,2.561814264,4.351957491,1.977098479,2.26848468,1.261511646,-3.417689588,4.802550975,5.63441269,1.977247044
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.029283994,-0.450845253,-0.236588002,1.185544867,3.565441009,2.113247126,4.805013527,2.077863934,0.943331863,-6.295250558,4.971334583,3.444045058,3.55321076,0.852101559,2.503763503,2.702323426,1.772493238,1.871728533,1.972082102,-0.392690522,-8.354034557,6.048483443,3.689111093,3.199981166
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.454430069,6.930044462,3.63579015,-1.561675105,-0.408355471,1.791044776,0.175953079,3.68852459,-7.566346697,3.665241295,5.5391868,-0.502512563,-1.290684624,3.808982376,-1.25958379,1.885745979,2.504082744,3.558151885,5.487179487,10.45211473,-2.772887324,1.222272522,-1.118067979,-3.934871099
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.578306042,3.61771232,4.729641613,5.886644512,7.684528292,7.331899647,8.249636718,8.885402012,5.918889466,3.972215163,8.180462697,6.490144478,5.640411055,5.638670202,5.185739035,4.810945858,4.806565229,5.377400476,5.014780686,4.069871411,-1.141458515,7.416774434,3.817413926,4.644827063
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.549135783,-3.067256625,1.493665472,2.222601657,4.67408958,4.724088642,5.137025162,6.473486858,5.47200139,-0.358614857,3.358750858,2.339886045,-0.456183224,2.925257665,3.629123513,3.85586514,2.848205194,1.081772738,2.88059671,3.910419538,-4.68845001,4.51067949,2.758884153,2.072749779
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.060834972,15.37623946,3.106308252,9.119041995,1.559998661,6.534778775,4.662186878,3.493616813,4.773145081,4.806322267,5.313935279,3.21313378,-0.836734632,2.29506829,7.084683881,6.171800024,5.852299199,5.305456084,4.746484327,4.756160808,-1.235450447,3.052613569,3.474951711,4.656775991
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,19.6812701,-0.756672627,2.741120139,3.69426131,0.407159748,2.880671273,2.336122734,5.036663951,4.410126225,-1.395342555,6.197345169,0.991963675,4.102590303,6.291715744,7.631129375,9.621097562,4.077719295,12.97211934,7.189096537,4.084706028,-3.474687509,13.4603052,4.147882816,7.498512459
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.74593056,11.34399707,12.02551343,13.84399689,13.56466162,13.56895002,13.07610138,11.99143524,10.25530539,10.5500091,9.634439452,5.591482378,7.332670447,8.426001025,8.169907456,6.99284029,5.862472915,6.136108244,6.268862215,6.579110068,-9.04834718,-12.01637248,4.037493436,0.958446625
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.021268607,2.773830057,3.145246147,2.287449032,7.727341105,4.471068154,5.276440861,6.017036943,3.713690997,2.550448063,5.359259203,-0.938479754,3.551675766,0.454910091,2.058217054,0.493359681,5.403578961,3.121705102,1.815275191,0.905110666,-3.220417691,4.333063891,4.106014533,3.15107696
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.100000059,1.099838709,1.903936733,2.482659229,4.426050717,4.180604509,8.56641803,6.810150125,7.222752592,-5.795096995,2.734331082,3.228451021,-2.723790771,3.548979912,1.783698581,3.390381397,2.949280321,4.716465276,5.077888811,4.062944992,-15.30689376,13.04346425,6.406680329,6.337697542
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.146062137,2.952710543,4.732978466,7.004634574,10.62540596,7.253665438,8.556234817,10.24801636,8.900367941,-1.268598936,6.365161679,17.29077759,12.31981985,11.64891619,7.885225482,2.379835807,1.489784487,5.636876387,7.74488062,5.602244221,-4.557751976,1.636769577,5.032709637,7.422112762
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,0.343170899,-3.077975376,-12.70289344,-6.871463217,-6.684027778,-11.06976744,-17.57322176,1.395939086,-7.384230288,0.810810811,2.680965147,4.177545692,3.383458647,29.21212121,23.17073171,-19.49733435,-11.4474929,-29.05982906,4.969879518,16.64275466,
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.766234956,12.85168202,9.668505347,7.217700866,8.204704948,6.31202378,9.910677568,7.649353938,6.878029426,5.928971875,6.679729357,7.134058423,7.994503161,6.571413897,7.702568448,7.393093699,4.696990242,2.638207373,3.484932024,2.317813948,-1.2195225,2.377435728,4.364450745,5.436859122
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.918025852,-0.79949383,1.38148396,6.928269576,4.732757875,8.56628732,18.33319869,-1.96942275,-0.331079223,0.097875914,2.620229481,4.172783278,4.470013192,4.15081319,4.274823288,5.376339241,1.260909231,6.270545669,4.772173657,3.141004893,-0.360657384,0.742715395,6.796005102,6.507187199
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.202791749,3.347540727,1.614918659,5.925445489,4.330019855,1.77754302,4.865544608,5.72701616,5.386962542,3.315076998,4.377203223,4.077538066,3.496118365,3.3604061,3.82696982,3.690556904,3.862468263,3.937983806,4.006740572,2.891284993,-14.54653815,3.403798662,8.879885197,6.958287403
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.576077624,-4.974963617,1.700000029,5.705639407,5.420497549,3.268726021,4.699999765,9.599999876,7.639736399,8.328109852,6.874065854,4.932669998,1.900000001,5.410349999,5.62527,2.800000001,2.499999999,4,4.353564716,5.716825192,0.79359643,4.55829212,0.921115069,1.892457988
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.85886817,0.517675319,5.390988307,5.788499286,6.783437724,5.332139161,5.584847067,6.298785927,4.831769889,-1.513528716,7.424847383,5.293912834,5.473454193,4.693722526,6.006721946,5.091532422,4.449781398,5.81272241,4.843086976,4.413187421,-5.456846584,3.315349544,8.861821876,3.555487154
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.161970417,1.030222543,1.801247401,2.71703866,3.787375448,3.46128323,2.774314639,2.008083046,0.181624378,-2.604607645,2.723959171,1.686211317,2.243378598,2.133496888,2.549447137,2.761104558,1.757413592,2.502844962,2.94789314,2.530365593,-2.387613184,5.996876288,2.611585921,2.762312082
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.492183364,1.177948695,4.788661219,4.239794296,12.2695481,2.529262658,7.073175318,5.374044152,2.649812038,0.295970914,6.03924948,5.091338139,5.06168207,5.614719623,6.09251916,4.264174538,0.03379445,-1.027248089,1.059939499,-0.839152163,-8.101402014,3.603829192,5.349664086,4.159985755
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.100108827,,,,,,,,,,,,,,,,,,3.995707282,-1.400000002,-2.400000001,-2.099999998,3.499999996,
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.208477741,7.268134902,4.918470576,2.170610384,0.363801579,7.331868843,5.931049974,3.142724084,7.731414228,1.962600907,8.578166743,2.357756936,10.54894458,5.315130634,6.642136655,4.392648832,5.740893151,5.005360786,7.211418028,5.939852571,3.550641094,1.383596362,11.9,2.5
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.015934759,5.917684649,15.32915574,7.347194968,9.250558229,6.438516525,6.059428032,6.591130361,6.764472778,8.036925101,8.005655916,5.307924203,4.230061175,6.671335393,6.309718655,2.652693295,-1.616868949,0.805886619,1.922757342,2.208429277,-1.794253083,3.647186541,3.251681408,2.860214991
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.101590251,2.960843491,0.753938876,2.520732896,5.31217057,4.282398338,4.153199588,5.075817499,3.434772163,-3.291292128,4.409645499,6.317476383,6.495979229,4.926115047,4.786492487,4.79144082,4.562954429,4.632533981,-3.363687646,-2.89702792,-1.755952892,10.31609128,3.752284757,4.569223171
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.219753737,2.323575639,0.245785859,0.097832248,2.016310016,2.033963249,3.537375219,3.885306508,2.116815862,-3.665290445,1.319320233,1.773345207,-0.977877009,-0.030232452,1.612610074,2.120605224,2.424285765,2.781546099,2.258740396,2.300091595,-3.867953393,6.276830732,5.00723459,0.074560722
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.318945671,2.067130461,1.377557001,0.944909391,4.014588017,2.685122891,2.461473134,2.914039986,0.481919541,-1.940364695,0.787051845,1.105656027,2.717959267,1.016190824,2.048131999,1.857339726,1.164724235,2.463746285,0.828900664,1.123777874,-1.278171785,3.908686777,3.005635161,0.479647246
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.199999982,4.799892143,0.120143177,3.945037761,4.682603252,3.479181048,3.364614781,3.41156028,6.104639144,4.533078725,4.816414647,3.421808701,4.670141924,3.525153171,6.011482843,3.976053272,0.433113719,8.977279356,7.622376104,6.657055431,-2.369620629,4.838149614,5.631314559,1.952544633
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.856193232,-6.761117247,-9.97126891,0.284637232,-4.314906396,-0.355648874,8.328760806,-22.18530498,20.38090759,-5.6519328,-0.159976911,14.39463342,25.2793205,3.647740417,16.42333564,2.698017274,4.363240539,-6.011229987,-1.219122015,8.486736592,1.981819494,7.206594666,3.022636275,0.590699676
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.870590222,3.41147077,4.713843165,4.728967744,4.088259649,3.353241444,2.77957135,3.049910512,-1.239535111,-0.051952422,1.444621284,2.241342215,2.289462967,2.76017959,3.754319415,3.734035773,3.748311452,3.397282504,3.49949703,2.361962178,-0.424906458,4.546247639,2.774842648,0.733302172
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.104414864,1.411815113,1.53541515,2.041524721,3.268345939,2.836486891,3.048028924,2.592146008,0.378810002,-3.38709748,2.95466808,1.896298166,1.370661834,1.618099714,2.183090261,2.518312398,1.841950293,2.570919076,2.337282987,1.858230751,-3.89788254,5.921184331,3.03275924,1.820987063
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.192410637,4.613166494,-0.784165786,-2.19466568,1.99251511,2.779443603,4.669814819,4.980654671,8.95005895,5.981966949,2.471998566,2.894609735,8.863122256,5.227704081,1.292252294,5.017057997,5.046423946,0.304057566,1.287103915,-1.128638017,-3.379720527,2.582174989,9.577106131,1.310440113
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.060374743,3.060420152,3.475721239,4.582707353,4.886373612,4.845090022,6.341962778,5.908996409,1.918640956,-3.585366003,2.784259047,3.071427361,1.73434041,1.812877387,2.506899919,3.265406572,4.06277627,5.13605415,3.929482149,3.844223093,-5.863820009,7.093733063,4.886846816,2.901818569
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.260088011,3.651350171,2.594816684,5.401310873,7.83125557,7.276574436,6.051637676,4.44481434,2.120441043,3.472550596,1.501717522,2.680116854,3.027583911,4.36686505,4.116428172,4.217942096,6.573838285,4.432625907,6.151702611,2.497636929,-1.274087443,6.513885759,4.778106869,-0.039692523
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.209005479,0.94990815,2.508843727,5.096860305,8.17565334,8.276183345,9.857238706,13.15306538,10.19743259,1.61186406,6.073393531,11.90887722,9.627293464,6.324353887,4.625813756,5.266917196,4.571967079,5.744059464,3.918198074,3.103067886,-17.82122997,16.46712492,10.76966587,7.399301556
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.694371398,0.617892326,5.453528938,4.165023137,4.958203206,6.285060325,7.528899044,8.518387769,9.126568301,1.095823659,8.332459107,6.327192402,6.139724706,5.852518211,2.382157372,3.252244772,3.953318715,2.518835442,3.969351341,2.240631769,-10.9333065,13.35522951,2.725500216,-0.550182306
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.382504833,3.04923151,3.716255002,5.086911135,6.569228512,4.942505119,5.316416821,6.51929155,4.344487305,1.448323063,7.334499965,3.858232824,6.896951708,6.750531304,6.34798748,6.348309715,7.149456753,6.930988325,6.341485571,6.118525661,-9.518294741,5.714733134,7.580982128,5.545851171
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.603896384,6.500401351,5.016171853,-3.22330325,3.939045832,3.413968006,-0.123720352,1.754015887,-5.493955355,-7.260604514,-0.895890571,5.118275675,1.25344702,-3.036260827,4.77,8.2,-0.44,-3.26,0.11,0.2,-5.999425856,-13.79388797,-1.318449033,1.877069798
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.494841993,-0.121288606,-0.158900533,2.164102502,2.721175741,6.344795923,5.409944091,7.815189229,-0.296457846,6.800421483,10.12845407,1.107543626,4.657119597,3.824946328,13.54377062,6.578356323,5.489573153,3.534610818,-0.279252285,4.480514571,-3.167432041,-0.511353444,5.707584118,3.035704755
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.65633253,1.233744644,1.90119438,3.523371172,5.090795464,3.260822747,6.202107109,6.760447853,4.383770693,2.615128593,3.168927483,5.255462566,1.511781676,0.684240607,3.920508624,4.431767003,3.031177676,5.152457733,6.245858472,4.580458173,-2.035568824,6.927182661,5.255456974,0.138832755
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.557521676,4.310735579,5.948603928,-0.717368601,11.96263917,5.968953109,6.220057282,6.065531493,6.384783304,4.916870533,6.561922789,4.296952967,4.26819816,5.957551658,5.374715601,2.950854219,2.405476514,1.640062739,2.58373909,3.312289697,-2.559131954,3.196054152,4.148162935,2.133873257
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.271964529,6.313471555,0.916459384,0.053419805,8.748676927,-1.986938733,-1.409414024,-1.16280669,-1.84413425,-1.952425142,-0.413254118,-0.358510628,0.02927511,-0.306826657,-1.190363454,-1.049290032,-1.263694348,-2.885218384,-4.361427032,1.675463795,-4.180874309,0.38522272,3.568110247,0.563519427
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.816177564,1.943672154,0.770924879,-0.930521086,1.78873566,0.781847758,1.625034638,2.506579715,0.319247162,-3.122078123,1.73762451,-1.713527503,-4.050902619,-0.984106758,0.741391471,1.589798289,2.004141094,3.314720782,2.946282416,2.745684716,-8.204632063,5.558757523,6.985841938,2.526281108
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.314140568,-0.834054717,-0.021404395,4.320745486,4.057418364,2.133490665,4.807117193,5.421622872,6.49629212,-0.261137328,11.09523127,4.286371207,-0.708043112,8.293076489,5.301238592,2.957151735,4.268025833,4.810078856,3.204250341,-0.401855101,-0.819785391,4.016737318,0.176038366,4.714124079
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-8.555572684,-9.311081142,-12.48838218,14.01564768,21.92448612,11.29065118,-0.996556103,3.788281521,7.429182255,8.593490879,5.777362056,9.600808489,6.096456563,4.698569866,-0.157866651,3.721299671,8.86461882,1.419367563,1.227077378,1.362687466,-11.31846611,7.011982276,4.082760273,-5.410937
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.525945908,0.882239676,2.01201802,1.84467753,3.988743326,2.428885589,2.336981571,0.133288007,1.958575848,-0.583385179,3.737037958,3.844413628,1.012290307,3.225735162,3.614705108,3.709347535,3.747003057,4.025290915,2.767996072,1.152065648,-10.14403852,-2.697531272,9.145807914,5.405280585
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.046653562,1.529352197,1.525513665,2.026882777,3.210642046,2.785924372,2.941732211,2.540696017,0.348107805,-3.378578912,2.891953778,1.681289173,1.234393122,1.516712842,2.013757467,2.237442354,1.791691838,2.443242533,2.244749571,1.836401756,-4.078746824,5.640371312,2.710613015,1.856886684
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.245411013,-0.341595578,0.846181483,2.126928849,0.97125913,0.309973476,0.889584118,1.704975638,0.006767551,-4.231391831,-2.46606419,-2.961957454,-0.927537713,0.398801414,0.593554453,1.66510563,2.369644447,4.374502383,1.832028228,2.699934499,-7.050990654,2.094788968,4.46607459,
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.028125452,3.898186662,7.18215168,3.719958677,19.21891534,7.492758483,26.17024567,17.98565682,17.66355636,11.95656113,19.59233153,13.37517641,4.730011844,5.556040643,5.334323292,4.753345724,3.064191884,-1.497604702,1.234872202,0.68824096,-3.557603999,1.626846725,4.185009713,1.187159912
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.461216469,5.218184512,5.70299165,2.341147329,10.42811302,4.668148051,8.028811076,7.233807744,9.307467171,-5.516706158,-3.905811573,4.495589099,1.903616968,0.278771877,4.116001093,3.157036054,2.859932523,8.195478266,6.120930007,3.92326385,-3.674384409,5.545709626,3.965307663,2.404271779
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.00006681,5.100051226,4.699991909,7.299952345,7.19994787,6.399965448,8.200068255,8.499977769,5.199969264,-7.799993913,4.499999999,4.300029186,4.024086157,1.755422149,0.736267222,-1.972719226,0.193690071,1.825790064,2.807245411,2.198075713,-2.653654501,5.614290376,-2.069711525,3.6
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.370895935,8.484560342,13.19207363,2.202387511,7.44766737,9.377899167,9.227075768,7.633298191,11.16124732,6.248257506,7.33465645,7.958388698,8.641508158,4.71984857,6.167166152,8.856855597,5.970745254,3.918170936,8.516467226,9.447385186,-3.373687464,10.85796776,8.157733085,8.241287695
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.112444812,4.359147021,3.72112041,7.176075457,7.54870582,7.612728685,7.618515009,7.139227502,3.29811413,6.949905545,7.366026514,5.071396594,5.381345796,6.008623704,6.847958826,7.251628145,7.776303356,6.501458643,6.334689132,3.924325624,-4.582701819,8.763614208,6.313203718,6.7785427
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.718179529,0.344583363,-0.688407963,8.768756519,8.630976889,5.944894035,3.313516937,2.213617148,6.238020047,-1.06671,5.039492843,10.99376168,5.408916078,2.534778271,3.811422791,4.509059063,1.884492736,0.911048656,3.19922678,1.09773375,-3.581534863,5.07511035,7.485984291,-0.754914811
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.34586744,6.500360534,6.006471536,6.288808161,5.140888518,5.643515513,6.531411747,5.735274237,3.846744731,-2.767704366,3.858241952,-3.213532093,-17.0046884,1.955144633,4.661379542,1.910176891,3.467642184,0.709256285,-2.68093055,-2.178251045,-3.629800824,-1.868520483,-0.957816591,-20.11157597
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.887210958,4.310851466,0.068696575,5.593950945,4.643293937,4.310238526,2.330770983,2.827119201,3.703169064,2.752104485,3.390889253,1.33409108,4.002995551,2.412385276,6.224074438,6.367043651,6.356068572,7.407486186,6.209241034,4.613628097,1.342073773,6.5440011,3.825863637,4.584061405
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.038316326,-1.070862751,3.923360767,4.548255426,9.939982684,7.366322393,9.006766079,9.021519513,1.863483455,0.127953383,14.51974971,6.214934169,4.435497594,4.817630991,3.935540277,2.976799316,3.588643696,4.512926318,3.517114185,1.345058741,-3.869798934,9.690766871,3.838076785,1.075031751
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-14.27699959,-7.9566061,-2.799982885,6.523466851,7.683299966,7.357841934,4.138280318,3.639672429,6.225969544,2.864267902,9.708388169,7.429949617,2.466001387,5.237740178,1.189217471,1.676146156,5.554731534,3.075348034,2.745995423,1.748566555,-3.381147541,2.564349754,2.402481436,3.079769815
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.652729659,-6.345455403,26.52413489,9.483631486,6.478846016,4.35349995,4.283110445,7.976565334,5.435893044,3.209431562,6.637492458,6.009831046,15.20174827,21.07901416,4.559253533,-20.49107411,6.346727852,3.753803214,3.47290262,5.502709374,-1.253349032,5.896852705,5.313554614,5.710021898
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.127906977,0.87961366,1.572918448,1.565393031,0.889404486,2.680830094,4.336998603,1.847602206,2.154402983,-2.108768376,2.154195367,3.773584998,2.887700102,2.182952325,1.729399842,2.400000089,2.539062411,2.247619081,2.412444224,2.437471591,-7.89310136,11.9047617,2.799552169,3.510977066
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.179379715,5.578342904,0.310800311,3.872966692,4.548844146,2.42510699,3.830083565,7.109322602,-0.500939261,-10.32095658,-5.473684211,-8.314773571,-7.044534413,-0.783972125,-0.7023705,2.291505561,2.344405861,0.258265466,1.493905318,2.065685147,-6.647910818,13.89778951,7.898441458,
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.110314311,7.110314311,7.630267293,7.630267293,7.110314311,7.110314311,6.486370733,6.694351926,6.694351926,6.694351926,6.694351926,6.694351926,6.694351926,10.95929145,8.978005906,10.46218841,7.034872974,14.73579515,2.054314856,2.824313365,-2.752481039,3.458227929,2.727114296,4.216384326
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.055092258,6.778519089,6.541048197,4.559689512,6.686867713,5.903497983,3.900663855,7.832071663,5.160892773,-3.142610465,1.610972661,0.054272479,-0.443956029,0.451578763,-1.804270248,1.295738512,2.975197792,2.363393787,4.649350355,4.750207939,-0.950023992,7.949056505,2.630986444,3.847471128
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.478569495,4.190479215,6.359732075,4.06521156,6.610841809,6.012842951,6.049900182,6.162027009,5.196550829,3.18244888,5.997315291,4.41065525,3.272169836,5.170343041,4.876646326,2.868335818,1.2454865,2.499868426,2.745713406,2.665657909,-2.000071335,4.330037914,3.652721799,2.798906094
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,5.04164188,5.493416395,-4.640316736,-46.08212237,13.12973114,3.373648477,-10.79336463,,,,,,,,
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.479487021,4.18276836,6.353970621,4.054609421,6.60172576,6.015470964,6.052930333,6.164554839,5.188983428,3.177528636,5.996089648,4.414784634,3.272032676,5.167021716,4.875982585,2.873233612,1.254811489,2.504098753,2.74788731,2.668540972,-2.01020207,4.326498682,3.662947127,2.799269454
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.865311911,2.558646288,3.119906114,3.882788392,4.41621232,4.41942037,5.7884794,5.132748646,1.654199655,-3.278437693,2.466674194,2.841620869,1.800709968,1.553409384,2.419148722,2.730664573,3.397498481,4.521214718,3.683151971,3.2578815,-6.66300887,7.202623215,8.006409244,4.801103454
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.448368262,3.064482958,3.360188168,8.291519461,3.537905944,6.61462475,8.866109359,3.641471852,6.22878507,3.302399666,1.448455229,1.999432103,2.942942774,5.119677354,4.906210487,1.539704283,5.176824687,4.112979663,4.378128083,2.014316721,2.624859495,1.899298913,0.168698492,0.372252775
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.099998868,4.200000421,2.800000689,6.299999433,8.500000185,4.500000211,5.793543585,5.111487778,4.143406812,3.013698983,5.168825152,5.849367672,2.690349747,2.933441652,0.255503032,-3.413042681,-4.911660509,1.566037825,4.948271085,1.167589772,-15.97519171,-2.435385836,2.406222356,2.539566754
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.789225596,2.925159034,4.417253916,4.856698202,5.389498986,6.484932016,8.925686957,10.81863113,5.363376956,-5.505338424,6.79058214,2.562424559,1.569171156,0.703323635,2.707950624,5.17687951,1.947819026,2.874732255,4.06212037,2.275899182,-2.585512529,5.72698854,0.449673875,1.378337272
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.497916451,2.828686642,3.282583465,3.19503111,4.546019547,3.854126785,5.908784239,7.139231754,3.372238038,-7.59058743,1.112137416,0.655439912,-2.915538603,-0.823777238,2.762831643,2.393308724,3.034413954,5.17440454,4.379081716,3.505251668,-4.084998153,8.389650321,2.699237557,2.112591843
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.631115991,1.360766926,2.277671149,1.880944119,4.179530396,2.793176855,4.675998709,3.224911317,-0.923123083,-4.255573743,5.750735843,3.163910481,-0.414465721,1.137716498,2.295763809,4.410140676,2.349740804,1.825156015,1.902964588,2.549647853,-2.005337504,5.937508573,1.459288508,-0.310670185
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.76017376,1.054764906,4.380099088,3.880213586,3.623914226,5.99877655,5.992166838,4.435375577,0.821663914,1.565048852,3.793754968,2.247229761,5.396630697,3.861213798,1.716887833,1.354894932,3.528997951,2.465058605,0.769171434,4.962121425,-2.88706296,3.399338581,-0.067619258,5.014904713
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,3.199992692,4.600003414,1.390544568,1.306731035,1.580382215,0.10581315,0.967758363,-7.535213999,-6.856982992,10.96500094,-13.31678872,4.577596779,9.800001111,3.8
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.253198349,-2.271162886,1.212832903,-5.887128488,-2.850453977,9.005761737,9.406128557,8.876066456,-2.725946262,-2.479375947,4.505132043,9.509783352,3.110678494,1.253734962,4.063691812,8.914008875,12.11752725,6.954162188,4.939472723,5.514292074,-11.73986083,0.552281631,14.97685133,3.161714355
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.675642589,1.047287102,3.954831927,7.204435053,6.902959435,6.215077835,5.046195556,5.674591777,4.476672736,5.912042793,5.191905841,2.850002844,-26.33901708,-26.30008766,-10.31033991,-4.179791613,-6.405590739,-0.723281777,1.393176078,1.220705221,-0.697154504,1.854215901,0.732781302,
